sBathroom,sBedroom,sBed Extension,sCloset,sDining,sFoyer,sHall,sKitchen,sLiving,sMaster Bedroom,sTv Room,sWashing,sWaking Cl,lBathroom,lBedroom,lBed Extension,lCloset,lDining,lFoyer,lHall,lKitchen,lLiving,lMaster Bedroom,lTv Room,lWashing,lWaking Cl,aBathroom,aBedroom,aBed Extension,aCloset,aDining,aFoyer,aHall,aKitchen,aLiving,aMaster Bedroom,aTv Room,aWashing,aWaking Cl,pBathroom,pBedroom,pBed Extension,pCloset,pDining,pFoyer,pHall,pKitchen,pLiving,pMaster Bedroom,pTv Room,pWashing,pWaking Cl,tBathroom,tBedroom,tBed Extension,tCloset,tDining,tFoyer,tHall,tKitchen,tLiving,tMaster Bedroom,tTv Room,tWashing,tWaking Cl,dBathroom,dBedroom,dBed Extension,dCloset,dDining,dFoyer,dHall,dKitchen,dLiving,dMaster Bedroom,dTv Room,dWashing,dWaking Cl,wBathroom,wBedroom,wBed Extension,wCloset,wDining,wFoyer,wHall,wKitchen,wLiving,wMaster Bedroom,wTv Room,wWashing,wWaking Cl,xBathroom,xBedroom,xBed Extension,xCloset,xDining,xFoyer,xHall,xKitchen,xLiving,xMaster Bedroom,xTv Room,xWashing,xWaking Cl,yBathroom,yBedroom,yBed Extension,yCloset,yDining,yFoyer,yHall,yKitchen,yLiving,yMaster Bedroom,yTv Room,yWashing,yWaking Cl,jBathroom,jBedroom,jBed Extension,jCloset,jDining,jFoyer,jHall,jKitchen,jLiving,jMaster Bedroom,jTv Room,jWashing,jWaking Cl,cBathroom,cBedroom,cBed Extension,cCloset,cDining,cFoyer,cHall,cKitchen,cLiving,cMaster Bedroom,cTv Room,cWashing,cWaking Cl
1.5,3,#N/A,0.6,#N/A,#N/A,1.5,2.5,4.5,4,#N/A,2,#N/A,2.5,4.4,#N/A,3,#N/A,#N/A,2.5,3,5.5,4.4,#N/A,3,#N/A,3.75,13.2,#N/A,1.8,#N/A,#N/A,3.75,7.5,24.75,17.6,#N/A,6,#N/A,0.6,0.681818182,#N/A,1,#N/A,#N/A,0.6,1,1,0.909090909,#N/A,1,#N/A,0.046439628,0.163467492,#N/A,0.022291022,#N/A,#N/A,0.046439628,0.092879257,0.306501548,0.217956656,#N/A,0.074303406,#N/A,1.5,3,#N/A,3,#N/A,#N/A,1.5,3,5.5,4,#N/A,3,#N/A,2.5,4.4,#N/A,0.6,#N/A,#N/A,2.5,2.5,4.5,4.4,#N/A,2,#N/A,3.8,5.3,#N/A,5.3,#N/A,#N/A,3.8,5.3,-0.2,-0.2,#N/A,5.3,#N/A,-0.07,-1.97,#N/A,-2.57,#N/A,#N/A,-2.57,-7.07,-7.07,-1.97,#N/A,-4.57,#N/A,"Be,Mb,Ha,","Ba,Ha,Cl,", ,"Ha,Wa,Be,", , ,"Be,Cl,Mb,Cl,Li,Ba,","Li,Wa,","Ki,Wa,Cl,Ha,","Ba,Ha,Cl,", ,"Li,Ki,Cl,", ,"Ha,Be,Mb","Ha,Cl,Tv,Wc,Bx", ,"Be,Mb", , ,"Li,Ba,Be,Mb,Fo","Wa,Li","Ki,Ha,Mb","Ha,Cl,Tv,Wc,Bx", ,Ki, 
1.5,3.5,#N/A,0.6,#N/A,#N/A,1.49,3.27,4,4.4,#N/A,0.73,#N/A,3.01,4.5,#N/A,3.01,#N/A,#N/A,2.7,3.5,7.1,4.5,#N/A,3.5,#N/A,4.515,15.75,#N/A,1.806,#N/A,#N/A,4.023,11.445,28.4,19.8,#N/A,2.555,#N/A,1,1,#N/A,1,#N/A,#N/A,0.551851852,0.934285714,0.563380282,1,#N/A,0.208571429,#N/A,0.050110988,0.174805771,#N/A,0.020044395,#N/A,#N/A,0.044650388,0.127025527,0.315205327,0.219755827,#N/A,0.028357381,#N/A,3.01,4.5,#N/A,3.01,#N/A,#N/A,1.49,3.27,4,4.5,#N/A,0.73,#N/A,1.5,3.5,#N/A,0.6,#N/A,#N/A,2.7,3.5,7.1,4.4,#N/A,3.5,#N/A,5.33,3.84,#N/A,5.33,#N/A,#N/A,3.84,0.57,-0.16,3.84,#N/A,-0.16,#N/A,-3.67,-1.57,#N/A,-2.17,#N/A,#N/A,-4.27,-1.57,-8.67,-8.67,#N/A,-1.57,#N/A,"Ha,Cl,Cl,","Ki,Cl,Ha,", ,"Ha,Ba,Be,", , ,"Cl,Cl,Ba,Li,Mb,Be,","Be,Wa,Li,","Mb,Ha,Ki,Wa,","Li,Cl,Ha,", ,"Ki,Li,", ,"Ha,Be,Mb","Ha,Cl,Tv,Wc,Bx", ,"Be,Mb", , ,"Li,Ba,Be,Mb,Fo","Wa,Li","Ki,Ha,Mb","Ha,Cl,Tv,Wc,Bx", ,Ki, 
1.7,3,#N/A,0.6,#N/A,#N/A,1.2,3,4,3.5,#N/A,0.6,#N/A,2.5,3.5,#N/A,3,#N/A,#N/A,2.4,4,4.5,4,#N/A,1.3,#N/A,4.25,10.5,#N/A,1.8,#N/A,#N/A,2.88,12,18,14,#N/A,0.78,#N/A,0.68,1,#N/A,0.2,#N/A,#N/A,1,1,0.888888889,0.875,#N/A,0.461538462,#N/A,0.061638869,0.152284264,#N/A,0.026105874,#N/A,#N/A,0.041769398,0.174039159,0.261058738,0.203045685,#N/A,0.011312545,#N/A,1.7,3.5,#N/A,0.6,#N/A,#N/A,2.4,4,4,3.5,#N/A,0.6,#N/A,2.5,3,#N/A,3,#N/A,#N/A,1.2,3,4.5,4,#N/A,1.3,#N/A,-0.02,-0.02,#N/A,3.48,#N/A,#N/A,1.68,4.08,4.08,-0.02,#N/A,3.48,#N/A,-5.72,-3.22,#N/A,-3.22,#N/A,#N/A,-4.42,-3.22,-7.72,-9.72,#N/A,-5.72,#N/A,"Ha,Cl,Mb,Be,","Cl,Ba,Ha,", ,"Ki,Be,Ha,", , ,"Li,Ba,Ha,Cl,Wa,Be,Cl,","Cl,Li,","Cl,Ha,Wa,Ki,","Cl,Ba,Ha,Cl,", ,"Li,Ha,Cl,Ha,", ,"Ha,Be,Mb","Ha,Cl,Tv,Wc,Bx", ,"Be,Mb", , ,"Li,Ba,Be,Mb,Fo","Wa,Li","Ki,Ha,Mb","Ha,Cl,Tv,Wc,Bx", ,Ki, 
1.5,3,#N/A,#N/A,#N/A,1.5,1.5,2.5,4,4,#N/A,#N/A,1.5,3,5,#N/A,#N/A,#N/A,3,1.5,3,5,5,#N/A,#N/A,2.5,4.5,15,#N/A,#N/A,#N/A,4.5,2.25,7.5,20,20,#N/A,#N/A,3.75,1,0.6,#N/A,#N/A,#N/A,0.5,1,0.833333333,0.8,0.8,#N/A,#N/A,1,0.051145082,0.170483605,#N/A,#N/A,#N/A,0.051145082,0.025572541,0.085241803,0.227311474,0.227311474,#N/A,#N/A,0.042620901,3,3,#N/A,#N/A,#N/A,1.5,1.5,2.5,4,4,#N/A,#N/A,2.5,1.5,5,#N/A,#N/A,#N/A,3,1.5,3,5,5,#N/A,#N/A,1.5,7.8,7.8,#N/A,#N/A,#N/A,6.3,2.3,3.8,3.8,-0.2,#N/A,#N/A,-0.2,-2.33,-8.83,#N/A,#N/A,#N/A,-3.83,-3.83,-3.83,-8.83,-8.83,#N/A,#N/A,-3.83,"Fo,Wc,Ha,","Li,Wc,Ha,", , , ,"Ba,Ha,Ki,Li,","Ki,Wc,Mb,Ba,","Fo,Ba,Ha,Li,","Be,Mb,Ki,Fo,","Li,Wc,Ha,", , ,"Ha,Mb,Ba,","Ha,Be,Mb","Ha,Cl,Tv,Wc,Bx", , , ,"Li,Ha","Li,Ba,Be,Mb,Fo","Wa,Li","Ki,Ha,Mb","Ha,Cl,Tv,Wc,Bx", , ,"Be,Mb"
2,3,0.6,0.6,#N/A,1.5,#N/A,2.5,4.4,3.9,#N/A,#N/A,2,2.43,4.4,1.5,0.93,#N/A,2.6,#N/A,2.6,5.86,5,#N/A,#N/A,2.4,4.86,13.2,0.9,0.558,#N/A,3.9,#N/A,6.5,25.784,19.5,#N/A,#N/A,4.8,1,0.681818182,1,1,#N/A,0.576923077,#N/A,0.961538462,1,0.78,#N/A,#N/A,1,0.054411106,0.147783251,0.010076131,0.006247201,#N/A,0.043663233,#N/A,0.072772056,0.288669951,0.218316167,#N/A,#N/A,0.053739364,2.43,3,1.5,0.93,#N/A,1.5,#N/A,2.5,5.86,3.9,#N/A,#N/A,2.4,2,4.4,0.6,0.6,#N/A,2.6,#N/A,2.6,4.4,5,#N/A,#N/A,2,8.63,9.56,9.56,3.7,#N/A,7.13,#N/A,4.63,3.7,-0.2,#N/A,#N/A,-0.2,-1.97,-6.97,-2.57,-2.57,#N/A,-2.57,#N/A,-2.57,-6.97,-6.97,#N/A,#N/A,-1.97,"Wc,Fo,Cl,Bi,","Li,Wc,Bi,","Wc,Cl,Be,Ba,","Ki,Mb,Li,Ba,", ,"Ba,Cl,Ki,Li,", ,"Fo,Ba,Cl,Li,","Be,Mb,Ki,Fo,Cl,Cl,","Li,Cl,Wc,Ba,", , ,"Ba,Mb,","Ha,Be,Mb","Ha,Cl,Tv,Wc,Bx","Be,Ha,Tv","Be,Mb", ,"Li,Ha", ,"Wa,Li","Ki,Ha,Mb","Ha,Cl,Tv,Wc,Bx", , ,"Be,Mb"
1.5,3.5,#N/A,#N/A,3,#N/A,1.5,3,4,4,#N/A,#N/A,1.5,2.5,6,#N/A,#N/A,3,#N/A,1.5,3,6,6,#N/A,#N/A,2,3.75,21,#N/A,#N/A,9,#N/A,2.25,9,24,24,#N/A,#N/A,3,0.6,0.583333333,#N/A,#N/A,1,#N/A,1,1,0.666666667,0.666666667,#N/A,#N/A,0.75,0.035714286,0.2,#N/A,#N/A,0.085714286,#N/A,0.021428571,0.085714286,0.228571429,0.228571429,#N/A,#N/A,0.028571429,1.5,3.5,#N/A,#N/A,3,#N/A,1.5,3,4,4,#N/A,#N/A,1.5,2.5,6,#N/A,#N/A,3,#N/A,1.5,3,6,6,#N/A,#N/A,2,10.69,12.19,#N/A,#N/A,3.69,#N/A,2.19,3.69,6.69,-1.81,#N/A,#N/A,2.19,-4.01,-4.01,#N/A,#N/A,-1.01,#N/A,0.49,-4.01,-4.01,-4.01,#N/A,#N/A,-1.51,"Be,Li,Wc,","Ba,Wc,Ha,", , ,"Li,Wc,Ha,Ki,", ,"Di,Mb,Wc,","Li,Wc,Ba,Di,","Ba,Wc,Ha,Di,Ki,","Wc,Ba,Ha,", , ,"Di,Ki,Mb,Ba,Ha,","Ha,Be,Mb","Ha,Cl,Tv,Wc,Bx", , ,"Li,Ki", ,"Li,Ba,Be,Mb,Fo","Wa,Li","Ki,Ha,Mb","Ha,Cl,Tv,Wc,Bx", , ,"Be,Mb"
1.5,3,#N/A,#N/A,#N/A,1.5,1.48,3,4,3.9,#N/A,1.99,2,3,4.4,#N/A,#N/A,#N/A,3,1.5,4.36,5.86,5,#N/A,3,2.5,4.5,13.2,#N/A,#N/A,#N/A,4.5,2.22,13.08,23.44,19.5,#N/A,5.97,5,1,0.681818182,#N/A,#N/A,#N/A,0.5,0.986666667,1,1,0.78,#N/A,0.663333333,0.8,0.045597325,0.133752153,#N/A,#N/A,#N/A,0.045597325,0.02249468,0.132536225,0.237511399,0.197588408,#N/A,0.060492451,0.050663694,3,3,#N/A,#N/A,#N/A,1.5,1.48,4.36,5.86,3.9,#N/A,1.99,2,1.5,4.4,#N/A,#N/A,#N/A,3,1.5,3,4,5,#N/A,3,2.5,11.56,11.56,#N/A,#N/A,#N/A,5.7,11.56,7.2,5.7,1.8,#N/A,3.71,-0.2,2.56,-3.34,#N/A,#N/A,#N/A,1.06,1.06,1.06,-2.94,-3.94,#N/A,1.06,-3.94,"Ki,Wc,Ha,","Li,Wc,Ha,", , , ,"Ki,Wa,Li,","Wc,Ki,Be,Ba,","Ba,Ha,Fo,Li,","Be,Mb,Ki,Fo,","Li,Wc,Ba,Wa,", ,"Fo,Mb,","Mb,Ba,","Ha,Be,Mb","Ha,Cl,Tv,Wc,Bx", , , ,"Li,Ha","Li,Ba,Be,Mb,Fo","Wa,Li","Ki,Ha,Mb","Ha,Cl,Tv,Wc,Bx", ,Ki,"Be,Mb"
1.5,3,0.6,0.6,#N/A,1.5,0.93,2.5,4,4,#N/A,1.77,#N/A,2.07,4.4,0.9,2.1,#N/A,3,1.5,3,5,5,#N/A,1.99,#N/A,3.105,13.2,0.54,1.26,#N/A,4.5,1.395,7.5,20,20,#N/A,3.5223,#N/A,1,0.681818182,1,1,#N/A,0.5,0.62,0.833333333,0.8,0.8,#N/A,1,#N/A,0.03738158,0.158916861,0.006501144,0.015169337,#N/A,0.054176203,0.016794623,0.090293671,0.240783123,0.240783123,#N/A,0.04240552,#N/A,2.07,3,0.9,2.1,#N/A,1.5,0.93,2.5,4,4,#N/A,1.99,#N/A,1.5,4.4,0.6,0.6,#N/A,3,1.5,3,5,5,#N/A,1.77,#N/A,8.73,7.8,7.8,8.7,#N/A,6.3,7.8,3.8,3.8,-0.2,#N/A,1.81,#N/A,-2.91,0.69,0.09,0.09,#N/A,-2.91,-2.91,-2.91,0.09,0.09,#N/A,-1.68,#N/A,"Ha,Ba,","Li,Cl,Bi,","Cl,Li,Ba,Be,","Bi,Ba,Be,", ,"Ha,Ba,Ki,Li,","Ba,Fo,Ba,","Fo,Wa,Li,","Be,Bi,Mb,Ki,Fo,","Li,Ba,Wa,", ,"Ki,Mb,", ,"Ha,Be,Mb","Ha,Cl,Tv,Wc,Bx","Be,Ha,Tv","Be,Mb", ,"Li,Ha","Li,Ba,Be,Mb,Fo","Wa,Li","Ki,Ha,Mb","Ha,Cl,Tv,Wc,Bx", ,Ki, 
1.5,3.5,0.6,0.6,#N/A,#N/A,1.5,4,4,4,#N/A,2,#N/A,2.5,4,1,2.5,#N/A,#N/A,4.1,4,6,5,#N/A,2.5,#N/A,3.75,14,0.6,1.5,#N/A,#N/A,6.15,16,24,20,#N/A,5,#N/A,0.6,0.875,0.6,0.24,#N/A,#N/A,1,1,1,1,#N/A,0.8,#N/A,0.040409483,0.150862069,0.006465517,0.016163793,#N/A,#N/A,0.066271552,0.172413793,0.25862069,0.215517241,#N/A,0.05387931,#N/A,1.5,3.5,0.6,0.6,#N/A,#N/A,4.1,4,6,5,#N/A,2,#N/A,2.5,4,1,2.5,#N/A,#N/A,1.5,4,4,4,#N/A,2.5,#N/A,9.05,11.15,9.05,10.55,#N/A,#N/A,7.05,3.05,3.05,9.65,#N/A,7.05,#N/A,-2.07,-3.57,-4.57,-2.07,#N/A,#N/A,-3.57,-3.57,-7.57,-7.57,#N/A,-2.07,#N/A,"Cl,Wa,Ha,","Cl,Ha,Mb,","Mb,Li,Cl,Ha,","Be,Ba,Ha,", , ,"Be,Ki,Li,Mb,Bi,Cl,Ba,Wa,","Ha,Wa,Li,","Cl,Bi,Ki,Ha,","Cl,Bi,Be,Ha,", ,"Ba,Ki,Ha,", ,"Ha,Be,Mb","Ha,Cl,Tv,Wc,Bx","Be,Ha,Tv","Be,Mb", , ,"Li,Ba,Be,Mb,Fo","Wa,Li","Ki,Ha,Mb","Ha,Cl,Tv,Wc,Bx", ,Ki, 
1.5,3.5,#N/A,0.6,#N/A,#N/A,2.01,3.5,4,4,#N/A,0.6,#N/A,2.59,4,#N/A,2.59,#N/A,#N/A,2.1,4,7.1,5,#N/A,3.5,#N/A,3.885,14,#N/A,1.554,#N/A,#N/A,4.221,14,28.4,20,#N/A,2.1,#N/A,1,1,#N/A,1,#N/A,#N/A,0.957142857,1,0.563380282,0.8,#N/A,0.171428571,#N/A,0.042617376,0.15357613,#N/A,0.01704695,#N/A,#N/A,0.046303203,0.15357613,0.311540149,0.219394471,#N/A,0.023036419,#N/A,2.59,4,#N/A,2.59,#N/A,#N/A,2.01,4,4,4,#N/A,0.6,#N/A,1.5,3.5,#N/A,0.6,#N/A,#N/A,2.1,3.5,7.1,5,#N/A,3.5,#N/A,3.05,3.05,#N/A,3.05,#N/A,#N/A,5.64,7.65,7.65,3.05,#N/A,7.05,#N/A,-4.48,-2.38,#N/A,-2.98,#N/A,#N/A,-4.48,-2.38,-9.48,-9.48,#N/A,-2.38,#N/A,"Ha,Mb,Cl,","Wa,Cl,Ha,", ,"Ha,Ba,Be,", , ,"Li,Cl,Ba,Mb,Cl,Be,Wa,","Wa,Li,","Cl,Ha,Ki,","Cl,Ba,Ha,", ,"Ki,Be,Ha,", ,"Ha,Be,Mb","Ha,Cl,Tv,Wc,Bx", ,"Be,Mb", , ,"Li,Ba,Be,Mb,Fo","Wa,Li","Ki,Ha,Mb","Ha,Cl,Tv,Wc,Bx", ,Ki, 
1.5,3.5,#N/A,0.6,#N/A,#N/A,1.5,2.5,4.5,4,#N/A,0.6,#N/A,2.5,3.5,#N/A,3.5,#N/A,#N/A,1.6,3.9,5.6,4.4,#N/A,2.5,#N/A,3.75,12.25,#N/A,2.1,#N/A,#N/A,2.4,9.75,25.2,17.6,#N/A,1.5,#N/A,1,1,#N/A,0.171428571,#N/A,#N/A,1,0.641025641,1,0.909090909,#N/A,1,#N/A,0.048732943,0.159194282,#N/A,0.027290448,#N/A,#N/A,0.031189084,0.126705653,0.32748538,0.228719948,#N/A,0.019493177,#N/A,2.5,3.5,#N/A,0.6,#N/A,#N/A,1.6,2.5,5.6,4,#N/A,2.5,#N/A,1.5,3.5,#N/A,3.5,#N/A,#N/A,1.5,3.9,4.5,4.4,#N/A,0.6,#N/A,3.05,3.05,#N/A,6.55,#N/A,#N/A,5.55,3.05,5.55,7.15,#N/A,3.05,#N/A,-6.75,-10.25,#N/A,-10.25,#N/A,#N/A,-6.75,-4.65,-5.25,-10.25,#N/A,-5.25,#N/A,"Ha,Be,Wa,","Cl,Ba,Ha,", ,"Mb,Be,Ha,", , ,"Mb,Cl,Ba,Be,Cl,Li,","Li,Wa,","Ki,Wa,Cl,Ha,","Cl,Ha,Cl,", ,"Li,Ba,Ki,", ,"Ha,Be,Mb","Ha,Cl,Tv,Wc,Bx", ,"Be,Mb", , ,"Li,Ba,Be,Mb,Fo","Wa,Li","Ki,Ha,Mb","Ha,Cl,Tv,Wc,Bx", ,Ki, 
1.5,3.5,#N/A,0.6,3.5,#N/A,1.5,2.9,4,3.5,#N/A,0.6,#N/A,2.5,4,#N/A,2.5,4,#N/A,2.1,3,7,5,#N/A,3,#N/A,3.75,14,#N/A,1.5,14,#N/A,3.15,8.7,28,17.5,#N/A,1.8,#N/A,0.6,0.875,#N/A,0.24,1,#N/A,1,1,1,1,#N/A,1,#N/A,0.03968254,0.148148148,#N/A,0.015873016,0.148148148,#N/A,0.033333333,0.092063492,0.296296296,0.185185185,#N/A,0.019047619,#N/A,1.5,3.5,#N/A,0.6,4,#N/A,2.1,3,7,5,#N/A,3,#N/A,2.5,4,#N/A,2.5,3.5,#N/A,1.5,2.9,4,3.5,#N/A,0.6,#N/A,7.15,3.05,#N/A,6.55,11.65,#N/A,6.55,8.65,8.65,3.05,#N/A,8.65,#N/A,-9.02,-9.02,#N/A,-9.02,-5.02,#N/A,-6.52,-5.02,-9.02,-5.02,#N/A,-2.12,#N/A,"Li,Cl,Ha,","Cl,Ha,Mb,", ,"Ba,Be,Ha,","Ki,Wa,Li,", ,"Li,Be,Cl,Ba,Mb,Cl,","Di,Cl,Li,Wa,","Ba,Ha,Di,Ki,","Cl,Be,Ha,", ,"Di,Cl,Ki,", ,"Ha,Be,Mb","Ha,Cl,Tv,Wc,Bx", ,"Be,Mb","Li,Ki", ,"Li,Ba,Be,Mb,Fo","Wa,Li","Ki,Ha,Mb","Ha,Cl,Tv,Wc,Bx", ,Ki, 
1.5,3.6,#N/A,0.6,3,#N/A,2.1,3,4,3.8,#N/A,0.6,#N/A,2.5,3.8,#N/A,2.5,3.6,#N/A,2.1,3,6,4,#N/A,3,#N/A,3.75,13.68,#N/A,1.5,10.8,#N/A,4.41,9,24,15.2,#N/A,1.8,#N/A,1,0.947368421,#N/A,1,1,#N/A,1,1,0.666666667,1,#N/A,0.2,#N/A,0.041463954,0.151260504,#N/A,0.016585582,0.119416188,#N/A,0.04876161,0.09951349,0.265369306,0.168067227,#N/A,0.019902698,#N/A,2.5,3.6,#N/A,2.5,3.6,#N/A,2.1,3,4,4,#N/A,0.6,#N/A,1.5,3.8,#N/A,0.6,3,#N/A,2.1,3,6,3.8,#N/A,3,#N/A,8.15,7.05,#N/A,8.15,3.05,#N/A,6.05,3.05,6.65,3.05,#N/A,6.05,#N/A,-7.05,-4.95,#N/A,-5.55,-13.05,#N/A,-7.05,-10.05,-13.05,-4.95,#N/A,-10.05,#N/A,"Ha,Li,Cl,","Mb,Cl,Ha,", ,"Ha,Ba,Be,","Li,Ki,Wa,", ,"Cl,Ba,Cl,Ba,Li,Wa,Be,Mb,","Wa,Di,Ba,","Di,Wa,Ba,Ha,","Be,Cl,Ha,", ,"Li,Ki,Di,Ha,", ,"Ha,Be,Mb","Ha,Cl,Tv,Wc,Bx", ,"Be,Mb","Li,Ki", ,"Li,Ba,Be,Mb,Fo","Wa,Li","Ki,Ha,Mb","Ha,Cl,Tv,Wc,Bx", ,Ki, 
1.4,4,#N/A,0.6,2.5,#N/A,1.5,3,4,4,#N/A,2.53,2,2.5,4,#N/A,2.5,3,#N/A,2,3,6,5,#N/A,3,2.5,3.5,16,#N/A,1.5,7.5,#N/A,3,9,24,20,#N/A,7.59,5,1,1,#N/A,1,0.833333333,#N/A,0.75,1,0.666666667,0.8,#N/A,0.843333333,1,0.032392411,0.148079593,#N/A,0.013882462,0.069412309,#N/A,0.027764924,0.083294771,0.222119389,0.185099491,#N/A,0.070245257,0.046274873,2.5,4,#N/A,2.5,2.5,#N/A,1.5,3,4,4,#N/A,2.53,2.5,1.4,4,#N/A,0.6,3,#N/A,2,3,6,5,#N/A,3,2,12.55,11.05,#N/A,12.55,7.05,#N/A,5.55,9.55,7.05,3.05,#N/A,12.55,3.05,-8.64,-13.24,#N/A,-9.24,-7.24,#N/A,-8.24,-7.24,-13.24,-13.24,#N/A,-7.24,-8.24,"Ha,Cl,Wa,","Li,Cl,Ha,", ,"Ha,Be,Ba,","Ki,Ba,Ha,Li,", ,"Li,Di,Wc,Mb,Ba,","Wa,Di,Li,Ha,","Be,Mb,Ha,Di,Ki,","Li,Wc,Ha,", ,"Ki,Ba,","Ha,Mb,Ba,","Ha,Be,Mb","Ha,Cl,Tv,Wc,Bx", ,"Be,Mb","Li,Ki", ,"Li,Ba,Be,Mb,Fo","Wa,Li","Ki,Ha,Mb","Ha,Cl,Tv,Wc,Bx", ,Ki,"Be,Mb"
1.5,3.5,#N/A,0.6,2.5,#N/A,1.5,3,4,3.5,#N/A,#N/A,#N/A,2.5,3.8,#N/A,3.5,3,#N/A,3.5,3,6,4,#N/A,#N/A,#N/A,3.75,13.3,#N/A,2.1,7.5,#N/A,5.25,9,24,14,#N/A,#N/A,#N/A,1,1,#N/A,0.171428571,1,#N/A,1,1,1,1,#N/A,#N/A,#N/A,0.046296296,0.164197531,#N/A,0.025925926,0.092592593,#N/A,0.064814815,0.111111111,0.296296296,0.172839506,#N/A,#N/A,#N/A,2.5,3.8,#N/A,0.6,3,#N/A,3.5,3,6,4,#N/A,#N/A,#N/A,1.5,3.5,#N/A,3.5,2.5,#N/A,1.5,3,4,3.5,#N/A,#N/A,#N/A,6.05,11.25,#N/A,10.65,12.05,#N/A,8.55,12.05,6.05,6.05,#N/A,#N/A,#N/A,-9.93,-8.43,#N/A,-8.43,-10.93,#N/A,-9.93,-13.93,-13.93,-8.43,#N/A,#N/A,#N/A,"Ha,Li,Mb,","Cl,Di,Ha,", ,"Be,Cl,Ha,","Li,Ha,Ki,Be,", ,"Di,Ba,Li,Be,Mb,Cl,Cl,","Li,Di,","Di,Ki,Ba,Ha,","Cl,Ba,Ha,", , , ,"Ha,Be,Mb","Ha,Cl,Tv,Wc,Bx", ,"Be,Mb","Li,Ki", ,"Li,Ba,Be,Mb,Fo","Wa,Li","Ki,Ha,Mb","Ha,Cl,Tv,Wc,Bx", , , 
